customer_id,age_customer,gender_customer,area_customer,last_active_customer,account_status_customer,latitude_customer,longitude_customer,address_text_customer,location_type_customer,floor_number_customer,distance_radius_km_customer,preferred_day_customer,preferred_time_slot_customer,availability_start_time_customer,availability_end_time_customer,urgency_level_customer,time_sensitivity_level_customer,preferred_service_customer,service_category_customer,custom_task_description_customer,experience_expectation_customer,language_preference_customer,budget_min_customer,budget_max_customer,discount_sensitive_customer,weather_sensitive_customer,peak_hour_flag_customer,location_sensitivity_customer,profile_image_path_customer,voice_note_path_customer,voice_note_duration_sec_customer,customer_rating_given_to_worker average,customer_rating_given_to_worker,total_bookings_customer,last_booking_date_customer,cancellation_customer,cancellation_average_customer,worker_id,full_name,phone_number,email,password_hash,account_status,signup_date,last_login,worker_latitude,worker_longitude,service_city,service_area,service_radius_km,primary_skill,secondary_skills,service_category,skill_level,years_of_experience,licensed_worker,available_days,available_start_time,available_end_time,emergency_available,peak_hour_available,base_service_price,visit_charges,price_negotiable,average_price_range,cnic_number,cnic_front_image_path,cnic_back_image_path,certificate_uploaded,certificate_type,background_verification_status,trust_score,total_jobs_completed,total_jobs_cancelled,late_arrival_count,warning_count,blocked_status,working_rating_given_to_customer_avg,working_rating_given_to_customer,total_reviews,negative_review_count,wallet_balance,platform_commission_rate,total_earnings,pending_payout,last_wallet_deduction,ai_recommendation_score,high_demand_skills,earning_potential_score,profile_image_path,intro_video_path,work_sample_images_path,chat_enabled,media_upload_enabled,data_source,record_last_updated
CUST-8267,36,Male,Ichhra,09/07/2025,Active,31.533268,74.324767,"House 405, Block K, Ichhra, Lahore",Home,0,17,Saturday,Any,7:00,12:00,High,Medium,Carpenter,Carpentry,"Emergency situation, need immediate help",Intermediate,English,2700,16900,Yes,No,No,High,profiles/cust-8267.jpg,voice_notes/cust-8267_note.mp3,57,1.9,1.9,69,26/08/2025,2,0.03,WRK007267,Pervez Butt,3408792515,pervez.butt648@gmail.com,a3b90f33b64fb4f03e0483e649af635d70e1ab3782f9688885387ed4807e186e,active,19/08/2023,18/04/2024 5:39,31.521164,74.351219,Lahore,Multan Road,2,Window Cleaning,Wood Polish|Door Installation|Tap Replacement,Cleaner,Beginner,17,No,"Monday,Wednesday,Friday",7:30:00,17:00:00,Yes,Yes,500,150,Yes,PKR 500-2500,32161-1175499-5,documents/cnic/front/WRK007267_front.jpg,documents/cnic/back/WRK007267_back.jpg,No,None,verified,9.3,543,36,25,4,No,3.8,4.3,188,26,26717.5,18,1161250.46,23859.77,29/01/2026 0:14,0.93,Yes,0.358,images/workers/profiles/WRK007267.jpg,videos/workers/intro/WRK007267.mp4,images/workers/samples/WRK007267_1.jpg|images/workers/samples/WRK007267_2.jpg|images/workers/samples/WRK007267_3.jpg,No,Yes,worker_onboarding_portal,01/11/2024 23:07
CUST-8268,65,Female,Gulshan-e-Ravi,19/10/2025,Active,31.569465,74.332989,"House 185, Block F, Gulshan-e-Ravi, Lahore",Home,0,15.1,Friday,Night,13:00,18:30,Medium,Low,Carpenter,Carpentry,Follow-up visit from previous service,Intermediate,English,3600,28500,Yes,No,Yes,Medium,profiles/cust-8268.jpg,voice_notes/cust-8268_note.mp3,50,2.4,3.5,103,21/12/2025,29,0.28,WRK007268,Danish Laghari,3127724543,danish.laghari638@yahoo.com,bfa0dc00ab979443499d180f68aac76c7f412bd81a0846958468b7e33d9c7e01,active,04/09/2024,27/02/2025 23:08,31.501341,74.390106,Lahore,Ravi Road,7,Septic Tank,Floor Mopping|Window Cleaning|Deep Cleaning,Plumber,Intermediate,19,Yes,"Monday,Tuesday,Thursday,Friday,Saturday",9:15:00,17:00:00,No,No,900,150,Yes,PKR 900-1900,30153-4456793-2,documents/cnic/front/WRK007268_front.jpg,documents/cnic/back/WRK007268_back.jpg,No,Technical Vocational Certificate,not_submitted,3.6,738,64,66,2,No,3.9,4.9,511,14,28627.99,20,174717.85,9427.04,14/11/2025 18:54,0.81,No,0.414,images/workers/profiles/WRK007268.jpg,videos/workers/intro/WRK007268.mp4,images/workers/samples/WRK007268_1.jpg|images/workers/samples/WRK007268_2.jpg|images/workers/samples/WRK007268_3.jpg,Yes,Yes,worker_onboarding_portal,15/05/2025 21:33
CUST-8269,22,Female,DHA Phase 5,10/10/2025,Active,31.463569,74.401803,"House 372, Block J, DHA Phase 5, Lahore",Home,0,13.1,Tuesday,Evening,14:00,16:30,Medium,Medium,Plumber,Plumbing,Require premium quality work,Beginner,English,1500,3000,No,Yes,Yes,Medium,profiles/cust-8269.jpg,voice_notes/cust-8269_note.mp3,75,2.6,4.5,66,22/11/2025,19,0.29,WRK007269,Haroon Dar,3031066269,haroon.dar586@outlook.com,6aebfb548ca2f16aa0eee878a00085d6ed158b7f18445f1d08fa2f29108320d8,active,08/11/2025,03/01/2026 15:24,31.621308,74.36652,Lahore,Old City,7,Wood Repair,Bathroom Fitting,Carpenter,Intermediate,15,Yes,"Wednesday,Thursday,Friday,Saturday,Sunday",7:30:00,17:45:00,No,Yes,2900,600,Yes,PKR 2900-4400,26068-6482348-5,documents/cnic/front/WRK007269_front.jpg,documents/cnic/back/WRK007269_back.jpg,No,Diploma in Trade,verified,3.4,666,25,22,4,No,4.3,4.7,225,16,22650.95,10,1275829.17,56140.88,21/02/2026 16:24,0.681,Yes,0.845,images/workers/profiles/WRK007269.jpg,videos/workers/intro/WRK007269.mp4,images/workers/samples/WRK007269_1.jpg|images/workers/samples/WRK007269_2.jpg|images/workers/samples/WRK007269_3.jpg,Yes,Yes,worker_onboarding_portal,16/12/2025 11:42
CUST-8270,57,Female,Allama Iqbal Town,12/11/2025,Active,31.485325,74.311862,"House 193, Block A, Allama Iqbal Town, Lahore",Other,0,7.2,Wednesday,Morning,6:30,9:00,Low,Medium,Plumber,Plumbing,Multiple items need attention,Expert,English,300,3500,No,No,Yes,Low,profiles/cust-8270.jpg,voice_notes/cust-8270_note.mp3,19,2.8,4.2,56,22/11/2025,0,0,WRK007270,Waleed Cheema,3502546810,waleed.cheema969@hotmail.com,5438a59520afd6c9941008a5abec4f5fd33ef708706c3ed9470ff840e5242180,active,14/09/2024,10/04/2025 7:14,31.645285,74.285182,Lahore,DHA Phase 3,4,Wood Polish,Kitchen Cleaning|Carpet Cleaning|AC Repair,Carpenter,Expert,4,Yes,"Wednesday,Thursday,Friday,Saturday,Sunday",8:45:00,17:30:00,No,No,2700,400,No,PKR 2700-3200,46383-7855026-9,documents/cnic/front/WRK007270_front.jpg,documents/cnic/back/WRK007270_back.jpg,Yes,None,pending,4.1,761,48,59,5,No,3.1,3.8,715,63,27046.46,20,1336190.45,37516.08,30/09/2025 10:35,0.515,Yes,0.626,images/workers/profiles/WRK007270.jpg,videos/workers/intro/WRK007270.mp4,images/workers/samples/WRK007270_1.jpg|images/workers/samples/WRK007270_2.jpg|images/workers/samples/WRK007270_3.jpg,Yes,Yes,worker_onboarding_portal,27/11/2025 3:52
CUST-8271,40,Female,DHA Phase 8,16/06/2025,Active,31.451969,74.418297,"House 379, Block B, DHA Phase 8, Lahore",Shop,0,18.5,Saturday,Evening,9:00,12:00,Low,Medium,Plumber,Plumbing,"Need urgent repair, system not working at all",No Preference,Urdu,400,2600,Yes,No,Yes,Medium,profiles/cust-8271.jpg,voice_notes/cust-8271_note.mp3,48,3.4,1.3,108,18/09/2025,35,0.32,WRK007271,Zain Wali,3137019683,zain.wali903@yahoo.com,fd4fa40a2af665969abd6ea8e043d1ff8d1f5f153259f192df4f2761f070af52,active,13/12/2024,13/07/2025 16:00,31.451601,74.24932,Lahore,Krishan Nagar,7,Shelf Fitting,Solar Panel|Fan Installation,Carpenter,Expert,17,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday",6:30:00,18:00:00,Yes,Yes,2600,500,No,PKR 2600-4100,28935-2434851-4,documents/cnic/front/WRK007271_front.jpg,documents/cnic/back/WRK007271_back.jpg,Yes,NAVTTC Certificate,verified,9.1,234,6,5,3,No,4.1,3.6,155,21,35272,15,1483911.19,67923.18,11/10/2025 4:41,0.647,Yes,0.957,images/workers/profiles/WRK007271.jpg,videos/workers/intro/WRK007271.mp4,images/workers/samples/WRK007271_1.jpg|images/workers/samples/WRK007271_2.jpg|images/workers/samples/WRK007271_3.jpg,Yes,Yes,worker_onboarding_portal,08/09/2025 10:48
CUST-8272,25,Female,Baghbanpura,26/10/2025,Active,31.586968,74.330842,"House 161, Block C, Baghbanpura, Lahore",Apartment,14,9.7,Monday,Afternoon,15:30,23:30,Medium,Medium,Carpenter,Carpentry,Post-renovation cleanup needed,Intermediate,Urdu,3800,8300,Yes,No,No,High,profiles/cust-8272.jpg,voice_notes/cust-8272_note.mp3,95,4,4,9,03/09/2025,3,0.33,WRK007272,Dawood Umar,3451078046,dawood.umar956@outlook.com,23b1b2b18050db633f93522ddb7e8cb3bb7b0c066cdd3409af940c0e9fe18a8f,pending_verification,20/07/2020,20/07/2022 16:21,31.596409,74.335369,Lahore,Hanjarwal,3,Kitchen Cleaning,Fan Installation,Cleaner,Master,6,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",6:15:00,19:00:00,No,Yes,500,350,No,PKR 500-1500,10124-3992935-4,documents/cnic/front/WRK007272_front.jpg,documents/cnic/back/WRK007272_back.jpg,Yes,None,verified,4.1,138,17,13,2,No,4.4,3.1,115,11,32552.2,15,1246552.22,22312.32,01/03/2023 20:35,0.779,Yes,0.31,images/workers/profiles/WRK007272.jpg,videos/workers/intro/WRK007272.mp4,images/workers/samples/WRK007272_1.jpg|images/workers/samples/WRK007272_2.jpg|images/workers/samples/WRK007272_3.jpg,Yes,Yes,worker_onboarding_portal,10/02/2023 16:44
CUST-8273,65,Female,Gulberg III,31/12/2025,Active,31.521982,74.334229,"House 155, Block G, Gulberg III, Lahore",Office,0,2.4,Friday,Afternoon,6:00,12:00,High,Low,Cleaner,Cleaning,"Just servicing, no parts replacement expected",Beginner,Urdu,1700,10000,Yes,No,Yes,Low,profiles/cust-8273.jpg,voice_notes/cust-8273_note.mp3,14,3.5,2.9,41,09/12/2025,1,0.02,WRK007273,Zeeshan Javed,3224479130,zeeshan.javed968@gmail.com,02713afe03e4cb25e54de82406831360c37b082700314275da389a607a6556e0,active,23/07/2025,15/12/2025 7:39,31.612686,74.425761,Lahore,Barki Road,4,Shelf Fitting,Office Cleaning|Solar Panel,Carpenter,Expert,2,Yes,"Wednesday,Thursday,Friday,Saturday,Sunday",9:30:00,19:15:00,No,Yes,4900,250,No,PKR 4900-5400,39038-2827823-7,documents/cnic/front/WRK007273_front.jpg,documents/cnic/back/WRK007273_back.jpg,No,ITI Certificate,failed,3.9,59,5,1,0,No,3.3,3.7,44,6,38139.93,18,409931.74,23287.36,13/08/2025 7:56,0.611,No,0.973,images/workers/profiles/WRK007273.jpg,videos/workers/intro/WRK007273.mp4,images/workers/samples/WRK007273_1.jpg|images/workers/samples/WRK007273_2.jpg|images/workers/samples/WRK007273_3.jpg,Yes,Yes,worker_onboarding_portal,04/11/2025 23:47
CUST-8274,32,Female,Raiwind Road,24/10/2025,Active,31.394495,74.216683,"House 479, Block C, Raiwind Road, Lahore",Home,0,5.1,Tuesday,Evening,7:30,10:00,Medium,Medium,Cleaner,Cleaning,Need expert with experience in modern systems,Beginner,English,1500,9300,No,No,Yes,Medium,profiles/cust-8274.jpg,voice_notes/cust-8274_note.mp3,75,1.5,3.6,81,27/09/2025,6,0.07,WRK007274,Imran Siddiqui,3216929625,imran.siddiqui198@gmail.com,a4b1775e5e576e23c418a49ed69789f8d1822b4d811bbc11ec386b0f59382256,inactive,15/05/2024,05/09/2024 6:56,31.535365,74.275661,Lahore,DHA Phase 1,4,Ceiling Work,Bathroom Fitting|Window Cleaning,Carpenter,Expert,24,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:15:00,17:15:00,No,Yes,4300,400,No,PKR 4300-5300,39327-4075898-2,documents/cnic/front/WRK007274_front.jpg,documents/cnic/back/WRK007274_back.jpg,No,NAVTTC Certificate,pending,5.8,695,13,53,0,No,2.7,4.7,358,6,2467.75,10,1285876.72,20159.18,13/08/2025 1:45,0.564,Yes,0.76,images/workers/profiles/WRK007274.jpg,videos/workers/intro/WRK007274.mp4,images/workers/samples/WRK007274_1.jpg|images/workers/samples/WRK007274_2.jpg|images/workers/samples/WRK007274_3.jpg,Yes,Yes,worker_onboarding_portal,21/04/2025 19:58
CUST-8275,37,Male,Mozang,26/09/2025,Active,31.55118,74.319575,"House 88, Street 27, Mozang, Lahore",Home,0,3.6,Friday,Afternoon,15:00,17:00,High,High,Carpenter,Carpentry,Want a professional to assess and quote,Intermediate,English,2800,27300,Yes,No,No,Low,profiles/cust-8275.jpg,voice_notes/cust-8275_note.mp3,53,3.9,1.5,19,08/12/2025,5,0.26,WRK007275,Junaid Durrani,3029922576,junaid.durrani603@yahoo.com,c034e808bf3cd94462063ae2e7be7d8eb4197543709049fc7ebacca3f58de289,inactive,18/10/2023,27/01/2026 9:35,31.52979,74.373201,Lahore,GT Road,1,Meter Reading,Furniture Making|Kitchen Cleaning,Electrician,Expert,15,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:45:00,17:00:00,No,Yes,2900,450,No,PKR 2900-4900,42649-2365159-7,documents/cnic/front/WRK007275_front.jpg,documents/cnic/back/WRK007275_back.jpg,Yes,Technical Vocational Certificate,verified,9,778,17,63,5,No,4,3.8,245,9,46522.21,18,381522.39,20381.39,14/10/2024 15:37,0.499,Yes,0.815,images/workers/profiles/WRK007275.jpg,videos/workers/intro/WRK007275.mp4,images/workers/samples/WRK007275_1.jpg|images/workers/samples/WRK007275_2.jpg|images/workers/samples/WRK007275_3.jpg,Yes,Yes,worker_onboarding_portal,10/08/2025 23:27
CUST-8276,53,Male,Mozang,20/08/2025,Active,31.537739,74.32193,"House 464, Block F, Mozang, Lahore",Apartment,15,3.9,Any,Night,16:00,18:00,High,Low,Carpenter,Carpentry,Basic touch up work required,Beginner,English,3700,14000,No,Yes,No,Medium,profiles/cust-8276.jpg,voice_notes/cust-8276_note.mp3,5,2.8,2.4,50,16/10/2025,0,0,WRK007276,Obaid Khattak,3509495343,obaid.khattak1@gmail.com,cb2b1720a82ad76a9e3ec5f00df6d96f7bfaaafd7aefadf8e378fbbb2ff20151,active,07/04/2023,20/06/2024 7:14,31.520345,74.252631,Lahore,Ravi Road,12,Fan Installation,Office Cleaning,Electrician,Intermediate,11,No,"Monday,Tuesday,Wednesday,Thursday,Friday",6:45:00,20:45:00,Yes,No,3000,350,No,PKR 3000-5000,41880-3329997-2,documents/cnic/front/WRK007276_front.jpg,documents/cnic/back/WRK007276_back.jpg,Yes,NVQ Certificate,verified,3.7,115,11,3,3,No,3.8,3.2,40,3,33472.18,20,1008408.88,15279.97,27/06/2024 19:22,0.653,Yes,0.396,images/workers/profiles/WRK007276.jpg,videos/workers/intro/WRK007276.mp4,images/workers/samples/WRK007276_1.jpg|images/workers/samples/WRK007276_2.jpg|images/workers/samples/WRK007276_3.jpg,Yes,No,worker_onboarding_portal,20/03/2024 19:14
CUST-8277,61,Female,Garden Town,12/08/2025,Suspended,31.506685,74.32894,"House 182, Street 39, Garden Town, Lahore",Home,0,5.8,Any,Morning,15:00,19:30,Medium,Low,Plumber,Plumbing,"Need urgent repair, system not working at all",Expert,Urdu,900,3100,Yes,Yes,No,Low,profiles/cust-8277.jpg,voice_notes/cust-8277_note.mp3,60,4.2,2.8,58,05/01/2026,12,0.21,WRK007277,Nasir Rajput,3346918799,nasir.rajput575@yahoo.com,55b6ec99445e6ee4b5a4613620851aa0d38875c01cc7478a8c345d99fb89ff5e,active,04/07/2025,17/12/2025 1:42,31.619105,74.366265,Lahore,Wahdat Colony,13,Fan Installation,Floor Mopping|Kitchen Cleaning,Electrician,Intermediate,22,No,"Saturday,Sunday",6:30:00,18:15:00,No,Yes,4900,500,No,PKR 4900-5400,37187-1489549-4,documents/cnic/front/WRK007277_front.jpg,documents/cnic/back/WRK007277_back.jpg,Yes,NAVTTC Certificate,verified,5.3,335,32,24,5,No,3.3,4.1,136,12,44865.18,12,20060.59,235.49,08/01/2026 15:49,0.54,No,0.586,images/workers/profiles/WRK007277.jpg,videos/workers/intro/WRK007277.mp4,images/workers/samples/WRK007277_1.jpg|images/workers/samples/WRK007277_2.jpg|images/workers/samples/WRK007277_3.jpg,Yes,Yes,worker_onboarding_portal,17/10/2025 2:04
CUST-8278,57,Male,Baghbanpura,03/06/2025,Active,31.585398,74.336688,"House 174, Block J, Baghbanpura, Lahore",Office,0,14.3,Saturday,Any,6:00,9:00,Medium,High,Electrician,Electrical,Budget-friendly solution preferred,Intermediate,English,1100,9700,No,No,No,Low,profiles/cust-8278.jpg,voice_notes/cust-8278_note.mp3,18,3.4,3.4,41,23/09/2025,4,0.1,WRK007278,Ehsan Mirza,3139976974,ehsan.mirza2@hotmail.com,a65219c040f0cd59b5965ecc03cdecf7c572c096b8e3f1881dbf888c7070fa7f,suspended,31/10/2024,28/08/2025 4:15,31.581432,74.248292,Lahore,DHA Phase 3,9,Wood Repair,Leak Repair,Carpenter,Expert,4,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",8:15:00,16:00:00,No,Yes,1800,550,No,PKR 1800-2300,18926-2197346-4,documents/cnic/front/WRK007278_front.jpg,documents/cnic/back/WRK007278_back.jpg,Yes,NAVTTC Certificate,pending,3.4,118,5,4,1,No,3.2,3.8,117,4,11771.86,15,1014509.99,66993.94,23/04/2025 9:11,0.651,Yes,0.715,images/workers/profiles/WRK007278.jpg,videos/workers/intro/WRK007278.mp4,images/workers/samples/WRK007278_1.jpg|images/workers/samples/WRK007278_2.jpg|images/workers/samples/WRK007278_3.jpg,Yes,Yes,worker_onboarding_portal,31/01/2026 8:22
CUST-8279,50,Female,Shadman,30/09/2025,Active,31.527345,74.332714,"House 128, Block J, Shadman, Lahore",Office,0,15.2,Sunday,Night,16:00,20:00,Low,Medium,Cleaner,Cleaning,"Need urgent repair, system not working at all",Intermediate,Urdu,2000,19000,Yes,No,Yes,Low,profiles/cust-8279.jpg,voice_notes/cust-8279_note.mp3,103,4.3,2.6,83,21/01/2026,0,0,WRK007279,Liaquat Elahi,3138264316,liaquat.elahi307@outlook.com,a2297d60162cf9a069cd906b76516e151ebf70952c98b0a697677ee2fab4fa90,active,11/04/2023,19/10/2023 14:56,31.554505,74.326374,Lahore,PAF Base,1,Sofa Cleaning,Panel Installation|Cabinet Work|Water Heater,Cleaner,Intermediate,13,No,"Monday,Tuesday,Thursday,Friday,Saturday",8:15:00,16:45:00,No,Yes,4400,600,No,PKR 4400-5900,37760-4208422-7,documents/cnic/front/WRK007279_front.jpg,documents/cnic/back/WRK007279_back.jpg,No,Professional License,pending,4.5,688,63,1,1,No,2.8,4.6,255,31,17781.34,15,38186.04,2789.45,31/03/2025 3:56,0.89,No,0.896,images/workers/profiles/WRK007279.jpg,videos/workers/intro/WRK007279.mp4,images/workers/samples/WRK007279_1.jpg|images/workers/samples/WRK007279_2.jpg|images/workers/samples/WRK007279_3.jpg,Yes,Yes,worker_onboarding_portal,05/11/2025 12:45
CUST-8280,44,Male,Askari 11,21/11/2025,Active,31.492956,74.299198,"House 475, Block F, Askari 11, Lahore",Home,0,14.6,Sunday,Night,7:00,15:00,Medium,Low,Electrician,Electrical,Scheduled service for weekend,No Preference,Urdu,500,5200,Yes,No,No,Low,profiles/cust-8280.jpg,voice_notes/cust-8280_note.mp3,82,1.8,3.7,91,12/11/2025,3,0.03,WRK007280,Kamran Bhatti,3136031705,kamran.bhatti139@outlook.com,951c8ceeb82c63c76d9b53a02de16ee8caa6ded0733042fc4a29904b3b698346,active,11/01/2023,12/06/2023 22:54,31.470411,74.367635,Lahore,Cavalry Ground,15,Wood Polish,AC Repair|Pipe Fitting,Carpenter,Master,24,No,"Monday,Tuesday,Wednesday,Thursday,Friday",8:30:00,16:45:00,Yes,No,800,350,Yes,PKR 800-1300,35865-7022987-5,documents/cnic/front/WRK007280_front.jpg,documents/cnic/back/WRK007280_back.jpg,Yes,Technical Vocational Certificate,verified,4.5,710,61,32,5,Yes,2.8,4.7,552,69,45258.54,15,287332.69,10620.53,27/11/2023 23:47,0.982,Yes,0.424,images/workers/profiles/WRK007280.jpg,videos/workers/intro/WRK007280.mp4,images/workers/samples/WRK007280_1.jpg|images/workers/samples/WRK007280_2.jpg|images/workers/samples/WRK007280_3.jpg,No,Yes,worker_onboarding_portal,22/04/2025 21:36
CUST-8281,58,Male,Shadman,04/07/2025,Suspended,31.537954,74.347644,"House 447, Block E, Shadman, Lahore",Office,0,7.8,Tuesday,Evening,13:00,16:30,High,Medium,Electrician,Electrical,Need expert with experience in modern systems,No Preference,Urdu,1300,8200,Yes,No,No,Medium,profiles/cust-8281.jpg,voice_notes/cust-8281_note.mp3,31,4.3,2.4,90,07/10/2025,28,0.31,WRK007281,Azhar Tanveer,3008230915,azhar.tanveer5@hotmail.com,99162cd2dc6455736a4b9a7d9c308239cf759dc4a6ccab5f69aba2ba7d4f020b,inactive,21/03/2022,20/10/2024 2:06,31.611073,74.367388,Lahore,Bahria Town,4,Drainage,Shelf Fitting|Carpet Cleaning,Plumber,Expert,14,No,"Saturday,Sunday",9:00:00,16:15:00,No,Yes,5000,500,Yes,PKR 5000-6500,33340-3076174-3,documents/cnic/front/WRK007281_front.jpg,documents/cnic/back/WRK007281_back.jpg,Yes,None,verified,9.3,168,21,11,4,No,3.8,3.6,149,16,24121.76,12,1275665.83,123483.11,24/12/2025 5:13,0.442,Yes,0.99,images/workers/profiles/WRK007281.jpg,videos/workers/intro/WRK007281.mp4,images/workers/samples/WRK007281_1.jpg|images/workers/samples/WRK007281_2.jpg|images/workers/samples/WRK007281_3.jpg,Yes,Yes,worker_onboarding_portal,03/06/2024 7:55
CUST-8282,31,Male,Iqbal Town,21/11/2025,Active,31.490197,74.304905,"House 440, Block C, Iqbal Town, Lahore",Apartment,1,16.1,Monday,Evening,15:30,17:30,Low,Low,Plumber,Plumbing,Post-renovation cleanup needed,Intermediate,English,700,5600,No,Yes,Yes,Medium,profiles/cust-8282.jpg,voice_notes/cust-8282_note.mp3,61,1.8,2,111,04/12/2025,5,0.05,WRK007282,Ibrahim Laghari,3347254150,ibrahim.laghari897@yahoo.com,f37ccea1c4b3563649e67bf119b792a74144fc45d7621b564c2c8d32688a9d4e,active,30/06/2022,30/09/2022 6:31,31.591789,74.336271,Lahore,GT Road,8,Drainage,Sofa Cleaning|Shelf Fitting|Carpet Cleaning,Plumber,Beginner,7,Yes,"Saturday,Sunday",8:30:00,21:30:00,No,Yes,600,300,Yes,PKR 600-1600,20346-6685065-7,documents/cnic/front/WRK007282_front.jpg,documents/cnic/back/WRK007282_back.jpg,Yes,ITI Certificate,verified,3.9,369,41,4,1,No,5,4.9,117,10,28249.53,10,658936.46,18759.2,18/05/2023 0:09,0.958,No,0.722,images/workers/profiles/WRK007282.jpg,videos/workers/intro/WRK007282.mp4,images/workers/samples/WRK007282_1.jpg|images/workers/samples/WRK007282_2.jpg|images/workers/samples/WRK007282_3.jpg,Yes,Yes,worker_onboarding_portal,12/04/2024 12:06
CUST-8283,62,Male,GT Road,05/12/2025,Active,31.577173,74.298212,"House 288, Block E, GT Road, Lahore",Home,0,12,Sunday,Morning,11:00,15:30,Low,Medium,Carpenter,Carpentry,Want a professional to assess and quote,Beginner,English,3700,22000,Yes,No,No,Medium,profiles/cust-8283.jpg,voice_notes/cust-8283_note.mp3,39,3.9,2.1,6,16/12/2025,1,0.17,WRK007283,Wasim Naqvi,3233262891,wasim.naqvi808@outlook.com,a2c64f43e57582e255cf7ee4aa44b8c3c295a1be1edd873622e29b1a21416a33,active,11/07/2020,20/06/2025 14:01,31.476802,74.274099,Lahore,Samanabad,10,Water Heater,Door Installation|Carpet Cleaning|Floor Mopping,Plumber,Master,7,No,"Tuesday,Thursday,Saturday",6:45:00,17:45:00,No,Yes,2100,500,Yes,PKR 2100-4100,20192-9569313-5,documents/cnic/front/WRK007283_front.jpg,documents/cnic/back/WRK007283_back.jpg,Yes,None,failed,5.2,39,0,1,4,Yes,3.3,3.2,29,4,26217.42,18,36027.6,395.01,15/02/2026 8:18,0.614,No,0.455,images/workers/profiles/WRK007283.jpg,videos/workers/intro/WRK007283.mp4,images/workers/samples/WRK007283_1.jpg|images/workers/samples/WRK007283_2.jpg|images/workers/samples/WRK007283_3.jpg,Yes,Yes,worker_onboarding_portal,02/06/2022 20:45
CUST-8284,53,Female,Shadman,22/09/2025,Active,31.533423,74.33433,"House 325, Block C, Shadman, Lahore",Home,0,3.6,Sunday,Morning,10:00,14:30,Low,Low,Electrician,Electrical,Multiple items need attention,No Preference,English,1400,5200,Yes,No,No,Low,profiles/cust-8284.jpg,voice_notes/cust-8284_note.mp3,78,4.5,2.3,93,05/09/2025,8,0.09,WRK007284,Aamir Syed,3027616549,aamir.syed613@outlook.com,a1a5eaa1214cda79b4c87ce53a444d17ab0380d078b0afac257c96267e62b66b,active,26/08/2021,03/05/2024 15:30,31.485768,74.404816,Lahore,Gulberg,9,Sofa Cleaning,AC Repair|Cabinet Work,Cleaner,Beginner,12,No,"Monday,Wednesday,Friday",8:15:00,20:45:00,No,Yes,3100,550,Yes,PKR 3100-3600,50808-6687289-8,documents/cnic/front/WRK007284_front.jpg,documents/cnic/back/WRK007284_back.jpg,Yes,NAVTTC Certificate,verified,6.2,61,5,0,3,No,4.7,4.9,18,2,20536.61,10,930640.61,66969.32,26/08/2022 15:55,0.744,Yes,0.994,images/workers/profiles/WRK007284.jpg,videos/workers/intro/WRK007284.mp4,images/workers/samples/WRK007284_1.jpg|images/workers/samples/WRK007284_2.jpg|images/workers/samples/WRK007284_3.jpg,Yes,Yes,worker_onboarding_portal,01/03/2025 14:57
CUST-8285,60,Female,PCSIR,08/04/2025,Active,31.502064,74.318365,"House 107, Block E, PCSIR, Lahore",Home,0,11.9,Monday,Morning,6:00,12:30,Medium,High,Plumber,Plumbing,Complete installation from scratch needed,Beginner,English,600,4200,Yes,Yes,No,Medium,profiles/cust-8285.jpg,voice_notes/cust-8285_note.mp3,96,2.8,2.7,36,03/12/2025,1,0.03,WRK007285,Hassan Orakzai,3415766833,hassan.orakzai868@outlook.com,987b615070d86883a4635cd3bd087fe4835f05e7a121da2647d4bda93081d957,inactive,19/01/2022,26/05/2023 9:51,31.600799,74.395953,Lahore,Cantt,11,Bathroom Fitting,Deep Cleaning,Plumber,Intermediate,3,No,"Monday,Wednesday,Friday",7:00:00,19:00:00,No,Yes,2700,250,Yes,PKR 2700-4200,26833-3920542-3,documents/cnic/front/WRK007285_front.jpg,documents/cnic/back/WRK007285_back.jpg,No,ITI Certificate,verified,3.8,528,23,9,3,No,3.4,4,346,28,31679.34,20,1003069.56,49914.52,13/02/2024 16:15,0.468,No,0.544,images/workers/profiles/WRK007285.jpg,videos/workers/intro/WRK007285.mp4,images/workers/samples/WRK007285_1.jpg|images/workers/samples/WRK007285_2.jpg|images/workers/samples/WRK007285_3.jpg,Yes,Yes,worker_onboarding_portal,18/05/2022 1:52
